2023-10-18 10:32:57.531
Trial Number,Time Stamp,Relative Start Time,Cursor X (Relative to Origin),Cursor Y(Relative to Origin),Joystick X,Joystick Y
2,2023-10-18 10:33:27.05,29523.0,-202.4764,-226.3479,-0.0020,-0.0020
2,2023-10-18 10:33:27.1,29573.0,-201.7012,-230.6759,-0.0020,-0.0020
2,2023-10-18 10:33:27.15,29623.0,-199.9236,-239.2033,-0.0020,-0.0020
2,2023-10-18 10:33:27.2,29673.0,-198.9190,-243.3990,-0.0020,-0.0020
2,2023-10-18 10:33:27.25,29723.0,-196.6715,-251.6483,-0.0020,-0.0020
2,2023-10-18 10:33:27.3,29773.0,-195.4257,-255.7004,-0.0020,-0.0020
2,2023-10-18 10:33:27.35,29823.0,-192.6844,-263.6578,-0.0020,-0.0020
2,2023-10-18 10:33:27.4,29873.0,-191.1871,-267.5632,-0.0020,-0.0020
2,2023-10-18 10:33:27.45,29923.0,-187.9383,-275.2282,-0.0020,-0.0020
2,2023-10-18 10:33:27.5,29973.0,-186.1880,-278.9885,-0.0020,-0.0020
2,2023-10-18 10:33:27.55,30023.0,-182.4434,-286.3658,-0.0020,-0.0020
2,2023-10-18 10:33:27.6,30073.0,-180.4545,-289.9829,-0.0020,-0.0020
2,2023-10-18 10:33:27.65,30123.0,-176.2624,-297.0730,-0.0020,-0.0020
2,2023-10-18 10:33:27.7,30173.0,-174.0691,-300.5449,-0.0020,-0.0020
2,2023-10-18 10:33:27.75,30223.0,-169.5176,-307.3369,-0.0020,-0.0020
2,2023-10-18 10:33:27.8,30273.0,-167.1733,-310.6540,-0.0020,-0.0020
2,2023-10-18 10:33:27.85,30323.0,-162.3855,-317.1202,-0.0020,-0.0020
2,2023-10-18 10:33:27.9,30373.0,-159.9581,-320.2643,-0.0020,-0.0020
2,2023-10-18 10:33:27.95,30423.0,-155.0777,-326.3594,-0.0020,-0.0020
2,2023-10-18 10:33:28.0,30473.0,-152.6410,-329.3038,-0.0020,-0.0020
2,2023-10-18 10:33:28.05,30523.0,-147.8132,-334.9685,-0.0020,-0.0020
2,2023-10-18 10:33:28.1,30573.0,-145.4361,-337.6815,-0.0020,-0.0020
2,2023-10-18 10:33:28.15,30623.0,-140.7859,-342.8506,-0.0020,-0.0020
2,2023-10-18 10:33:28.2,30673.0,-138.5222,-345.2999,-0.0020,-0.0020
2,2023-10-18 10:33:28.25,30723.0,-134.1351,-349.9125,-0.0020,-0.0020
2,2023-10-18 10:33:28.3,30773.0,-132.0155,-352.0708,-0.0020,-0.0020
2,2023-10-18 10:33:28.35,30823.0,-127.9259,-356.0824,-0.0020,-0.0020
2,2023-10-18 10:33:28.4,30873.0,-125.9538,-357.9336,-0.0020,-0.0020
2,2023-10-18 10:33:28.45,30923.0,-122.1421,-361.3264,-0.0020,-0.0020
2,2023-10-18 10:33:28.5,30973.0,-118.4809,-364.3135,-0.0020,-0.0020
2,2023-10-18 10:33:28.55,31023.0,-116.6945,-365.6603,-0.0020,-0.0020
2,2023-10-18 10:33:28.6,31073.0,-113.1814,-368.0768,-0.0020,-0.0020
